#CODE;ENGLISH;;;;;;;;;x 
opinion_hajj_promised;Promised to go on Hajj.;;;;;;;;;x 
EVTOPTA106115;I am sure [Root.Holder.TopLiege.GetTitledFirstName] would like to see your collection of plants;;;;;;;;;x 
EVTTOOLTIP106116;Ibn al-Baitar meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106116;Ibn al-Baitar has returned to [From.GetName] from his travels around the known world, visits to Bugia, Constantinople, Tunis and Barqa included, with a large collection of plants. His pharmacopoeia lists 1,400 plants, foods, and drugs. I may never find a more competent physician.;;;;;;;;;x 
EVTOPTA106116;I wish for you to stay at my court as court physician and chief herbalist;;;;;;;;;x 
EVTDESC106120;The epic poem 'Zafar-Nameh', 'The Book of Victory', by historian, poet and geographer Hamdallah Mustawfi tells the tale of Iranian history from the Arab conquest to the Mongols. It is finished but has yet to be published as Hamdallah Mustawfi lacks the funds necessary.;;;;;;;;;x 
EVTOPTA106120;[Root.Holder.TopLiege.GetTitledFirstName] might be interested in your poem...;;;;;;;;;x 
EVTTOOLTIP106121;Hamdallah Mustawfi meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106121;History can be fascinating, but also incredible boring. The epic poem 'Zafar-Nameh', 'The Book of Victory', by Hamdallah Mustawfi telling the tale of Iranian history from the Arab conquest to the Mongols is never boring and I agreed to help Hamdallah Mustawfi publish it.;;;;;;;;;x 
EVTOPTA106121;Stay at my court for as long as you wish;;;;;;;;;x 
EVTDESC106125;The Sage of [Root.GetName], Khwaja Abdullah Ansari, has with his oratory and poetic talents in Arabic and Persian caught [Root.Holder.TopLiege.GetTitledFirstName]'s attention. The man is a known traditionalist, polemicist, spiritual master and author of several books about mysticism and philosophy.;;;;;;;;;x 
EVTOPTA106125;Bring him to [Root.Holder.TopLiege.GetTitledFirstName];;;;;;;;;x 
EVTTOOLTIP106126;Khwaja Abdullah Ansari meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106126;Khwaja Abdullah Ansari is called the Sage of [From.GetName], and I do not doubt that a man with his oratory and poetic talents in Arabic and Persian would have no trouble living up to that reputation. His books about mysticism and philosophy shows his background as a traditionalist, polemicist and spiritual master.;;;;;;;;;x 
EVTOPTA106126;A most curious and intriguing man;;;;;;;;;x 
EVTDESC106130;Jamshid al-Kashi, an astronomer and mathematician from Kashan in [Root.GetName] wants an opportunity to contribute with his vast amounts of knowledge to [Root.Holder.TopLiege.GetTitledFirstName] and [Root.Holder.TopLiege.GetHerHis] subjects.;;;;;;;;;x 
EVTOPTA106130;Serfs do not need knowledge, but the [Root.Holder.TopLiege.GetTitle] do;;;;;;;;;x 
EVTTOOLTIP106131;Jamshid al-Kashi meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106131;Jamshid al-Kashi brought with him the book 'Treatise on Astronomical Observational Instruments', describing different instruments, such as triquetrum and armillary sphere and the sine and versine instrument of Urdi. He only asked for an opportunity to teach me and the people, to contribute with his vast amounts of knowledge.;;;;;;;;;x 
EVTOPTA106131;Sounds good. Now, how do you use a triquetrum and armillary sphere?;;;;;;;;;x 
EVTDESC106135;The Sufi order Kubraviya in [Root.GetName] focuses on explaining the visionary experience and seeking the meaning of visions through ritual performances and meditation. The Kubraviya's founder Najmuddin Kubra discuss the analysis of dreams and visions in his works, something [Root.Holder.TopLiege.GetTitledFirstName] finds interesting.;;;;;;;;;x 
EVTOPTA106135;Najmuddin Kubra is invited to meet [Root.Holder.TopLiege.GetTitledFirstName];;;;;;;;;x 
EVTTOOLTIP106136;Najmuddin Kubra meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106136;The Prophet, may Allah bless him and grant him peace, developed the Islamic faith based on dreams and visions so the Sufi order Kubraviya's focus on seeking the meaning of visions through ritual performances and meditation is most important. I invited the order's founder Najmuddin Kubra to learn more.;;;;;;;;;x 
EVTOPTA106136;How may prayer and fasting help me connect to the divine in a spiritual way?;;;;;;;;;x 
EVTDESC106140;'Treatise on Demonstration of Problems of Algebra' by Omar Khayyám from [Root.GetName] lays down the principles of algebra and derives general methods for solving cubic equations and even some higher orders. A great mathematician like Omar Khayyám is something [Root.Holder.TopLiege.GetTitledFirstName]'s court is missing.;;;;;;;;;x 
EVTOPTA106140;Introduce Omar Khayyám to the [Root.Holder.TopLiege.GetTitle];;;;;;;;;x 
EVTTOOLTIP106141;Omar Khayyám meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106141;[From.GetName] has produced a great mathematician, Omar Khayyám, whose work 'Treatise on Demonstration of Problems of Algebra' lays down the principles of algebra and derives general methods for solving cubic equations.;;;;;;;;;x 
EVTOPTA106141;Invite Omar Khayyám to court;;;;;;;;;x 
EVTDESC106145;The restless traveller Ibn Battuta from [Root.GetName] has returned home after another of his travels around the world, this time he visited Medina, then followed the river Tigris to Basra, Shiraz, Tabriz, Mosul, Cizre and Mardin. A traveller like him should have many tales to entertain [Root.Holder.TopLiege.GetTitledFirstName] with.;;;;;;;;;x 
EVTOPTA106145;Ask Ibn Battuta to tell his travel stories to the [Root.Holder.TopLiege.GetTitle];;;;;;;;;x 
EVTTOOLTIP106146;Ibn Battuta meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106146;Ibn Battuta is a renowned traveller, so when he returned home to [From.GetName] I invited him to tell me tales of his travels and I was not disappointed. Ambushes, bandits, famous mosques, beautiful cities and all sorts of adventures had Ibn Battuta seen and experienced.;;;;;;;;;x 
EVTOPTA106146;Where will your next journey take you?;;;;;;;;;x 
EVTDESC106150;Fakhr al-Din al-Razi's belief that proofs based on hadith 'could never lead to certainty but only to presumption, a key distinction in Islamic thought.' has divided the philosophers of [Root.GetName], some agrees with the theologian and others argues against his presumption.;;;;;;;;;x 
EVTOPTA106150;The conflict has awoken [Root.Holder.TopLiege.GetTitledFirstName]'s interest;;;;;;;;;x 
EVTTOOLTIP106151;Fakhr al-Din al-Razi meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106151;Furious philosophers and theologians in [From.GetName] are arguing against and for Fakhr al-Din al-Razi's belief that proofs based on hadith 'could never lead to certainty but only to presumption, a key distinction in Islamic thought.'. Fakhr al-Din al-Razi was called to account for his opinion and argued so well I found no flaws.;;;;;;;;;x 
EVTOPTA106151;Tell me, would you like a place at court, as court philosopher?;;;;;;;;;x 
EVTDESC106155;The poetry of Ibn al-Khatib has been put to music as Muwashshah but the man is more than a poet, he is also a writer, historian, philosopher and physician.;;;;;;;;;x 
EVTOPTA106155;The [Root.Holder.TopLiege.GetTitle] loves music;;;;;;;;;x 
EVTTOOLTIP106156;Ibn al-Khatib meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106156;I first read, then heard Ibn al-Khatib's poetry as it had been put to music as Muwashshah. A most prominent man from [From.GetName], besides writing poetry he is also a writer, historian, philosopher and physician.;;;;;;;;;x 
EVTOPTA106156;Stay at my court and write more poetry!;;;;;;;;;x 
EVTDESC106160;Ibn Rushd from [Root.GetName] is a versatile man, a master of philosophy, theology, logic, the science medicine, astronomy and many other subjects. Among his works we find his medical encyclopedia called 'Kulliyat' or 'Generalities' and 'Fasl al-Maqal', which argues for the legality of philosophical investigation under Islamic law.;;;;;;;;;x 
EVTOPTA106160;A fascinating man;;;;;;;;;x 
EVTTOOLTIP106161;Ibn Rushd meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106161;Every Qadi should read Ibn Rushd's 'Fasl al-Maqal' which argues for the legality of philosophical investigation under Islamic law. The man from [From.GetName] is a master of philosophy, theology, logic, the science medicine, astronomy and many other subjects, any court would pride itself in having Ibn Rushd as court philosopher.;;;;;;;;;x 
EVTOPTA106161;Ask him to stay at my court as court philosopher;;;;;;;;;x 
EVTDESC106165;Every university has Ibn Sina's 'The Canon of Medicine' as a standard medical text. Ibn Sina is from [Root.GetName] and his works includes writing on every possible subject, from philosophy to alchemy to geology to poetry and so on.;;;;;;;;;x 
EVTOPTA106165;[Root.Holder.TopLiege.GetTitledFirstName] would be pleased to meet you;;;;;;;;;x 
EVTTOOLTIP106166;Ibn Sina meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106166;I read Ibn Sina's 'The Canon of Medicine' as part of my education and found it fascinating. I tried to invite Ibn Sina to my court several times, but he had little time to waste. Then I offered him a job as court physician and now I can discuss philosophy, alchemy, geology, poetry or any other subject we both find fascinating.;;;;;;;;;x 
EVTOPTA106166;Tell me your opinion on Aristotle's philosophy...;;;;;;;;;x 
EVTDESC106170;Al-Jaldaki from [Root.GetName] is a brilliant alchemist whose 'al-Misbah fi Ilm al-Miftah' or 'Key of the Sciences of Lights' and 'The Proof Regarding Secrets of the Science of the Balance' or 'Kitab al-Burhan fi asrar 'ilm al-mizan' are widely acclaimed by other alchemists.;;;;;;;;;x 
EVTOPTA106170;Why haven't we heard of him before?;;;;;;;;;x 
EVTTOOLTIP106171;Al-Jaldaki meets [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC106171;I had the fortune to meet the alchemist Al-Jaldaki from [From.GetName] and invited him to my court. His works 'al-Misbah fi Ilm al-Miftah' or 'Key of the Sciences of Lights' and 'The Proof Regarding Secrets of the Science of the Balance' or 'Kitab al-Burhan fi asrar 'ilm al-mizan' are brilliant.;;;;;;;;;x 
EVTOPTA106171;I am lucky to have him here;;;;;;;;;x 
opinion_fatwa_target;Has Fatwa Issued;;;;;;;;;x 
opinion_has_fatwa;Has Fatwa Issued;;;;;;;;;x 
opinion_issued_fatwa;Issued Fatwa;;;;;;;;;x 
EVTDESC88750;Your master, [Root.Liege.GetTitledName], has come forward in private with a suggestion that you, as [Root.Liege.GetHerHis] [Root.Liege.GetLordSpiritualName], issue a fatwa against [From.GetTitledName]. No doubt the [Root.Liege.GetTitle] has [Root.Liege.GetHerHis] own motives for this, but it cannot be denied that [From.GetFirstName] leads a decadent lifestyle with little room for piety.;;;;;;;;;x 
EVTOPTA88750;Very well, the fatwa shall be issued.;;;;;;;;;x 
EVTOPTB88750;No, their squabbling does not concern me.;;;;;;;;;x 
EVTDESC88751;Esteemed [Root.GetTitle], I have taken your suggestion into consideration, and after much thought I have arrived at the same conclusion as you. A fatwa will be issued.\n\nYour faithful servant,\n[From.GetTitledName];;;;;;;;;x 
EVTOPTA88751;Excellent!;;;;;;;;;x 
EVTDESC88752;Your decadent ways and lack of devotion to Allah (glorified and exalted be He) can no longer be tolerated. After consulting with my master, [From.Liege.GetTitledFirstName], I have reached the conclusion that a fatwa must be issued against you. May you return to the path of righteousness before it is too late.\n\n[From.GetTitledName];;;;;;;;;x 
EVTOPTA88752;This is an outrage!;;;;;;;;;x 
EVTDESC88753;My [Root.GetTitle], I must object to this shameful attempt on your part to invoke the will of Allah (glorified and exalted be He) in your petty feud. There will be no fatwa that you can take advantage of to further your own ambitions.\n\n[From.GetTitledName];;;;;;;;;x 
EVTOPTA88753;You will come to regret this.;;;;;;;;;x 
EVTDESC88754;You put forward the name of [From.GetTitledName] to your [Root.GetLordSpiritualName], with the not so subtle suggestion that [From.GetSheHe] may be deserving of a fatwa.;;;;;;;;;x 
EVTOPTA88754;For the sake of our children, if nothing else.;;;;;;;;;x 
EVTTOOLTIP88751;Informed about fatwa.;;;;;;;;;x 
EVTTOOLTIP88753;Informed fatwa will not be issued.;;;;;;;;;x 
coa_plain_muslim;Plain;;;;;;;;;x 
EVTDESC89015;Though you are the first wife of [Root.Spouse.GetTitledFirstName], his current announced heir is not a child of yours. Perhaps you could talk to your husband and persuade him to grant your son more land, thus increasing his power and influence...;;;;;;;;;x 
EVTOPTA89015;Yes, my son deserves more!;;;;;;;;;x 
EVTOPTB89015;No, my husband knows best...;;;;;;;;;x 
EVTTOOLTIP89016;You tell your boy about your plans.;;;;;;;;;x 
EVTDESC89016;Your dear mother, [Root.Mother.GetTitledFirstName], is very upset that despite her position as your father's first wife, his announced heir is not a child of hers. Today she has announced her intentions to plead with your father to grant you more land, thus increasing the influence of her favored little boy... you.;;;;;;;;;x 
EVTOPTA89016;Mother, you're embarrassing me!;;;;;;;;;x 
EVTTOOLTIP89017;Your mother corners your father.;;;;;;;;;x 
EVTDESC89017;Your dear first wife, [From.Mother.GetFirstName], has once again cornered you and is expressing her shame and embarrassment over the fact that your current heir is not a child of hers. She is pleading with you to grant more land to her precious boy [From.GetFirstName], increasing his influence.;;;;;;;;;x 
EVTOPTA89017;Fine, fine. If it will get you off my back...;;;;;;;;;x 
EVTOPTB89017;No, I do not care who his mother is. He has not earned it.;;;;;;;;;x 
EVTDESC89018;Despite your mother's arguments, your father has refused to grant you more land for now. In fact, he seems a bit disappointed that you would let your mother fight your battles for you...;;;;;;;;;x 
EVTOPTA89018;But... but... I didn't tell her to...!;;;;;;;;;x 
EVTDESC89020;You have toiled long and hard for your husband, [Root.Spouse.GetTitledFirstName], and even gifted him with a son. But the heir is not a child of yours, and as soon as [Root.Spouse.Heir.GetFirstName] assumes the throne, your son may be killed as a pretender. Perhaps it would be best to strike first...;;;;;;;;;x 
EVTOPTA89020;I do this for my son!;;;;;;;;;x 
EVTOPTB89020;No, I cannot do this...;;;;;;;;;x 
EVTTOOLTIP89021;Dying from poison....;;;;;;;;;x 
EVTDESC89021;Auntie [From.GetFirstName], one of your father's wives, gives you a cup of tea and insists you drink it. The tea smells funny, though, and you refuse to taste it. When [From.GetFirstName] tries to force you to drink, the tea spills on the floor and is lapped up by one of your pet cats... who promptly dies.;;;;;;;;;x 
EVTOPTA89021;P-poison?;;;;;;;;;x 
EVTDESC89022;One of your wives, [From.GetFirstName], has been caught trying to serve a cup of poisoned tea to [Root.Heir.GetFirstName], your son and heir. Only your son's keen senses revealed the beverage for the vile poison it was before he drank from the cup. It seems her goal was to make her own son your heir...;;;;;;;;;x 
EVTOPTA89022;You would kill my own son? This will cost you dearly.;;;;;;;;;x 
EVTOPTB89022;Throw her into the dungeons!;;;;;;;;;x 
EVTOPTC89022;Oh well. Just don't do it again.;;;;;;;;;x 
EVTTOOLTIP89023;Exposing murder attempt....;;;;;;;;;x 
EVTDESC89023;Auntie [From.GetFirstName], one of your father's wives, gives you a cup of tea and insists you drink it. The tea tastes funny, though, and when you have emptied the cup, the world fades away...;;;;;;;;;x 
EVTOPTA89023;I don't feel so good....;;;;;;;;;x 
EVTDESC89024;Your son and heir, [Root.Heir.GetFirstName], has mysteriously perished after becoming suddenly ill. Though you and your advisors suspect foul play, you have no idea where to place the blame...;;;;;;;;;x 
EVTOPTA89024;My son...;;;;;;;;;x 
EVTDESC89025;Your son and heir, [Root.Heir.GetFirstName], has perished after being served a cup of poisoned tea by [From.GetFirstName], your treacherous wife! It seems she murdered him in an effort to see her own son declared as heir.;;;;;;;;;x 
EVTOPTA89025;My son... you will suffer a thousand deaths for this, woman.;;;;;;;;;x 
EVTOPTB89025;Throw the wench into the dungeons!;;;;;;;;;x 
EVTOPTC89025;Oh well. What is done is done.;;;;;;;;;x 
EVTDESC88300;[From.GetTitledName] has decided to hold a great Furusiyya martial competition, and has sent invitations out to warriors across the land. As [From.GetSheHe] is of the same house as you, this initiative has reduced the decadence of your entire dynasty in the eyes of the people.;;;;;;;;;x 
EVTOPTA88300;A splendid decision!;;;;;;;;;x 
EVTDESC88301;[From.GetTitledName] has been declared as the winner of a great Furusiyya martial competition! This triumph reflects well on how decadent the people see your entire dynasty, as you are of the same house.;;;;;;;;;x 
EVTOPTA88301;Congratulations!;;;;;;;;;x 
EVTDESC88302;[From.GetTitledName] has been declared the second champion of a great Furusiyya martial competition! This accomplishment has reduced the decadence of your entire dynasty in the eyes of the people, as you and [From.GetFirstName] are of the same house.;;;;;;;;;x 
EVTOPTA88302;Well deserved!;;;;;;;;;x 
EVTDESC88303;[From.GetTitledName] has won third place in a great Furusiyya martial competition! People now view your whole dynasty as slightly less decadence, as you and [From.GetFirstName] are of the same house.;;;;;;;;;x 
EVTOPTA88303;Well done!;;;;;;;;;x 
